Date: ,'2022-02-17 23:19:31

Linear model:
m: ,1.5740843185038675
b: ,2.095553787032097
R2: ,0.9999904805006224

Sample name,Start time (s),End time (s),Peak area,CH4 concentration (ppm)
1ppm,125.0,152.37249032258063,-0.6210258999999947,1.1180066564573545
5ppm,203.8595688172043,227.655025483871,1.8163087000000049,4.9545768292642505
50ppm,270.77222322580644,299.8415187096774,30.817600299999953,50.60505515318211
Blanc_1,325.0,415.0,0.7098867999999945,3.2129754668249797
PRO-A1-1-150,425.15720935483876,450.04806258064525,1.916702500000003,5.112605135519261
PRO-A1-1-300,494.08768999999995,518.9220966666667,2.510657600000005,6.047540544324661
